,year,round,pick,player,position,school
992,1999,1,15,"Weis, FrÃ©dÃ©ric",C,Limoges
993,1999,1,16,"Artest, Ron",SF,St. John's
994,1999,1,17,"Bowdler, Cal",PF,Old Dominion
995,1999,1,18,"Posey, James",SG/SF,Xavier
996,1999,1,19,"Lewis, Quincy",SF,Minnesota
997,1999,1,20,"Glover, Dion",SG,Georgia Tech
998,1999,1,21,"Foster, Jeff",PF,Southwest Texas State
999,1999,1,22,"Thomas, Kenny",PF,New Mexico
1000,1999,1,23,"George, Devean",SF,Augsburg
1001,1999,1,24,"Kirilenko, Andrei",SF,CSKA Moscow
1002,1999,1,25,"James, Tim",SF,Miami
1003,1999,1,26,"Cummings, Vonteego",PG,Pittsburgh
1004,1999,1,27,"Jones, Jumaine",SF,Georgia
1005,1999,1,28,"Padgett, Scott",PF,Kentucky
1006,1999,1,29,"Smith, Leon",PF,King College Prep HS
1007,1999,2,30,"Celestand, John",PG,Villanova
1008,1999,2,31,"Hill, Rico",F,Illinois State
1009,1999,2,32,"Ruffin, Michael",PF,Tulsa
1010,1999,2,33,"Herren, Chris",G,Fresno State
1011,1999,2,34,"Eschmeyer, Evan",C,Northwestern
1012,1999,2,35,"Booth, Calvin",C,Penn State
1013,1999,2,36,"Wang Zhizhi,",C,Bayi Rockets
1014,1999,2,37,"Ekezie, Obinna",C,Maryland
1015,1999,2,38,"Profit, Laron",SG/SF,Maryland
1016,1999,2,39,"Bramlett, A. J.",C,Arizona
1017,1999,2,40,"GiriÄçek, Gordan",G/F,CSKA Moscow
1018,1999,2,41,"Elson, Francisco",C,California
1019,1999,2,42,"Bullock, Louis",G,Michigan
1020,1999,2,43,"Nailon, Lee",SF,TCU
1021,1999,2,44,"Washington, Tyrone",C,Mississippi State
1022,1999,2,45,"Robertson, Ryan",G,Kansas
1023,1999,2,46,"Koch, J. R.",F,Iowa
1024,1999,2,47,Macculloch,C,Washington
1025,1999,2,48,"Young, Galen",G,Charlotte
1026,1999,2,49,"Ketner, Lari",C,UMass
1027,1999,2,50,"Hamilton, Venson",C,Nebraska
1028,1999,2,51,"Smith, Antwain",F,Saint Paul's
1029,1999,2,52,"Bergersen, Roberto",G,Boise State
1030,1999,2,53,"Buford, Rodney",SG,Creighton
1031,1999,2,54,"Levett, Melvin",SG,Cincinnati
1032,1999,2,55,"Clack, Kris",G,Texas
1033,1999,2,56,"Young, Tim",C,Stanford
1034,1999,2,57,"GinÃ_bili, Manu",SG,Viola Reggio Calabria
1035,1999,2,58,"Lucas, Eddie",G,Virginia Tech
1036,2000,1,1,"Martin, Kenyon",PF,Cincinnato (Sr.)
1037,2000,1,2,"Swift, Stromile",PF/C,LSU
1038,2000,1,3,"Miles, Darius",SF/PF,East St. Louis HS (Illinois)
1039,2000,1,4,"Fizer, Marcus",PF/SF,Iowa State
1040,2000,1,5,"Miller, Mike",SF/SG,Florida
1041,2000,1,6,"Johnson, DerMarr",SG/SF,Cincinnati
1042,2000,1,7,"Mihm, Chris",C/PF,Texas
1043,2000,1,8,"Crawford, Jamal",SG,Michigan
1044,2000,1,9,"Przybilla, Joel",C,Minnesota
1045,2000,1,10,"Dooling, Keyon",SG,Missouri
1046,2000,1,11,Moiso,PF,UCLA
1047,2000,1,12,"Thomas, Etan",PF/C,Syracuse
1048,2000,1,13,"Alexander, Courtney",SG,Fresno State
1049,2000,1,14,"Cleaves, Mateen",PG,Michigan State
1050,2000,1,15,"Collier, Jason",C,Georgia Tech
1051,2000,1,16,Turkoglu,SF/PF,Efes Pilsen
1052,2000,1,17,"Mason, Desmond",SF/SG,Oklahoma State
1053,2000,1,18,"Richardson, Quentin",SF/SG,DePaul
1054,2000,1,19,"Magloire, Jamaal",PF/C,Kentucky
1055,2000,1,20,"Claxton, Speedy",PG,Hofstra
1056,2000,1,21,"Peterson, Morris",SF/SG,Michigan State
1057,2000,1,22,"Harvey, Donnell",SF,Florida
1058,2000,1,23,"Stevenson, DeShawn",SG,Washington Union HS
1059,2000,1,24,"BagariÄ‡, Dalibor",C,Benston Zagreb
1060,2000,1,25,"Tsakalidis, Iakovos ""Jake""",C,AEK
1061,2000,1,26,"N'Diaye, Mamadou",C,Auburn
1062,2000,1,27,"Brezec, PrimoÅ_",C,Union Olimpija
1063,2000,1,28,"Barkley, Erick",PG,St. John's
1064,2000,1,29,"Madsen, Mark",PF,Stanford
1065,2000,2,30,"JariÄ‡, Marko",G,Paf Bologna
1066,2000,2,31,"Langhi, Dan",PF,Vanderbilt
1067,2000,2,32,"Guyton, A.J.",PG,Indiana
1068,2000,2,33,"Voskuhl, Jake",C,Connecticut
1069,2000,2,34,"El-Amin, Khalid",PG,Connecticut
1070,2000,2,35,"Smith, Mike",F,Louisiana-Monroe
1071,2000,2,36,"Samake, Soumaila",C,Cincinnati Stuff
1072,2000,2,37,"House, Eddie",SG,Arizona State
1073,2000,2,38,"NÃ¡jera, Eduardo",PF,Oklahoma
1074,2000,2,39,"Postell, Lavor",SG,St. John's
1075,2000,2,40,Mottola,SF/PF,Utah
1076,2000,2,41,"Carrawell, Chris",SG,Duke
1077,2000,2,42,"Oyedeji, Olumide",PF,WÃ_rzburg
1078,2000,2,43,"Redd, Michael",SG,Ohio State
1079,2000,2,44,"Cardinal, Brian",PF,Purdue
1080,2000,2,45,"Smith, Jabari",C,LSU
1081,2000,2,46,"Hulett, DeeAndre",G,COS
1082,2000,2,47,"Sesar, Josip",G,Cibona Zagreb
1083,2000,2,48,"Karcher, Mark",PG,Temple
1084,2000,2,49,"Hart, Jason",PG,Syracuse
1085,2000,2,50,"Dickens, Kaniel",F,Idaho
1086,2000,2,51,"RakoÄçeviÄ‡, Igor",G,Red Star Belgrade
1087,2000,2,52,"Brown, Ernest",C,Indian Hills CC
1088,2000,2,53,"McClintock, Dan",C,Northern Arizona
1089,2000,2,54,"Hightower, Cory",G,Indian Hills CC
1090,2000,2,55,"Porter, Chris",F,Auburn
1091,2000,2,56,"Walls, Jaquay",G,Colorado
1092,2000,2,57,"Penn, Scoonie",G,Ohio State
1093,2000,2,58,"Mickeal, Pete",F,Cincinnati
1094,2001,1,1,"Brown, Kwame",C,Glynn Academy
1095,2001,1,2,"Chandler, Tyson",C,Dominguez HS
1096,2001,1,3,"Gasol, Pau",PF/C,FC Barcelona
1097,2001,1,4,"Curry, Eddy",C,Thornwood HS
1098,2001,1,5,"Richardson, Jason",SG,Michigan State
1099,2001,1,6,"Battier, Shane",SF,Duke
1100,2001,1,7,"Griffin, Eddie",PF,Seton Hall
1101,2001,1,8,"Diop, DeSagana",C,Oak Hill Academy
1102,2001,1,9,"White, Rodney",SF/PF,Charlotte
1103,2001,1,10,"Johnson, Joe",SG,Arkansas
1104,2001,1,11,"Brown, Kedrick",SF,Okaloosa-Walton CC
1105,2001,1,12,"RadmanoviÄ‡, Vladimir",PF,Red Star Belgrade
1106,2001,1,13,"Jefferson, Richard",SF,Arizona
1107,2001,1,14,"Murphy, Troy",PF,Notre Dame
1108,2001,1,15,"Hunter, Steven",C,DePaul
1109,2001,1,16,"Haston, Kirk",PF,Indiana
1110,2001,1,17,"Bradley, Michael",PF,Villanova
1111,2001,1,18,"Collins, Jason",C,Stanford
1112,2001,1,19,"Randolph, Zach",PF,Michigan State
1113,2001,1,20,"Haywood, Brendan",C,North Carolina
1114,2001,1,21,"Forte, Joseph",SG,North Carolina
1115,2001,1,22,"Sasser, Jeryl",SG,SMU
1116,2001,1,23,"Armstrong, Brandon",SG,Pepperdine
1117,2001,1,24,"LÃ_pez, RaÃºl",PG,Real Madrid
1118,2001,1,25,"Wallace, Gerald",SF,Alabama
1119,2001,1,26,"Dalembert, Samuel",C,Seton Hall
1120,2001,1,27,"Tinsley, Jamaal",PG,Iowa State
1121,2001,1,28,"Parker, Tony",PG,Paris Basket Racing
1122,2001,1,29,Forfeited pick,None,None
1123,2001,2,30,"Hassell, Trenton",SG,Austin Peay
1124,2001,2,31,"Arenas, Gilbert",PG,Arizona
1125,2001,2,32,"Cook, Omar",PG,St. John's
1126,2001,2,33,"Solomon, Will",PG,Clemson
1127,2001,2,34,"Morris, Terence",SF,Maryland
1128,2001,2,35,"Scalabrine, Brian",PF,USC
1129,2001,2,36,"Trepagnier, Jeff",SG,USC
1130,2001,2,37,"Brown, Damone",SF,Syracuse
1131,2001,2,38,"Okur, Mehmet",C,Efes Pilsen
1132,2001,2,39,"Wright, Michael",PF,Arizona
1133,2001,2,40,"Watson, Earl",PG,UCLA
1134,2001,2,41,"Brewer, Jamison",PG,Auburn
1135,2001,2,42,"Simmons, Bobby",F/G,DePaul
1136,2001,2,43,"Chenowith, Eric",C,Kansas
1137,2001,2,44,"Hill, Kyle",PG,Eastern Illinois
1138,2001,2,45,"Lampley, Sean",SF,California
1139,2001,2,46,"Woods, Loren",C,Arizona
1140,2001,2,47,"Cisse, Ousmane",PF,St. Jude HS
1141,2001,2,48,"Fotsis, Antonis",SF,Panathinaikos
1142,2001,2,49,"Johnson, Ken",C,Ohio State
1143,2001,2,50,"Boumtje-Boumtje, Ruben",C,Georgetown
1144,2001,2,51,"Ford, Alton",PF,Houston
1145,2001,2,52,"Hutson, Andre",PF,Michigan State
1146,2001,2,53,"Collins, Jarron",F/C,Stanford
1147,2001,2,54,"Satterfield, Kenny",PG,Cincinnati
1148,2001,2,55,"Jeffers, Maurice",SG,Saint Louis
1149,2001,2,56,"Javtokas, Robertas",C,Lietuvos rytas Vilnius
1150,2001,2,57,"Jones, Alvin",C,Georgia Tech
1151,2001,2,58,"Bracey, Bryan",SF,Oregon
1152,2002,1,1,"Ming, Yao",C,Shanghai Sharks
1153,2002,1,2,"Williams, Jay",PG,Duke
1154,2002,1,3,"Dunleavy Jr., Mike",SF/SG,Duke
1155,2002,1,4,"Gooden, Drew",PF/C,Kansas
1156,2002,1,5,"Tskitishvili, Nikoloz",PF/C,Benetton Treviso
1157,2002,1,6,"Wagner, Dajuan",PG,Memphis
1158,2002,1,7,", NenÃª",C/PF,Vasco da Gama
1159,2002,1,8,"Wilcox, Chris",PF/C,Maryland
1160,2002,1,9,"Stoudemire, Amar'e",PF/C,Cypress Creek HS
1161,2002,1,10,"Butler, Caron",SF,Connecticut
1162,2002,1,11,"Jeffries, Jared",PF/C,Indiana
1163,2002,1,12,"Ely, Melvin",C/PF,Fresno State
1164,2002,1,13,"Haislip, Marcus",PF,Tennessee
1165,2002,1,14,"Jones, Fred",SG,Oregon
1166,2002,1,15,"Nachbar, BoÅ¡tjan",SF/PF,Benetton Treviso
1167,2002,1,16,"Welsch, JiÅ™Ã_",SG/SF,Union Olimpija
1168,2002,1,17,"Dixon, Juan",PG,Maryland
1169,2002,1,18,"Borchardt, Curtis",C,Stanford
1170,2002,1,19,"Humphrey, Ryan",PF,Notre Dame
1171,2002,1,20,"Rush, Kareem",SG,Missouri
1172,2002,1,21,"Woods, Qyntel",SF,Northeast Mississippi CC
1173,2002,1,22,"Jacobsen, Casey",SG,Stanford
1174,2002,1,23,"Prince, Tayshaun",SF,Kentucky
1175,2002,1,24,"KrstiÄ‡, Nenad",C/PF,Partizan Belgrade
1176,2002,1,25,"Williams, Frank",PG,Illinois
1177,2002,1,26,"Salmons, John",SF/SG,Miami
1178,2002,1,27,"Jefferies, Chris",SF,Fresno State
1179,2002,1,28,"Dickau, Dan",PG,Gonzaga
1180,2002,1,29,Forfeited pick,None,None
1181,2002,2,30,"Logan, Steve",PG,Cincinnati
1182,2002,2,31,"Mason, Jr., Roger",SG,Virginia
1183,2002,2,32,"Archibald, Robert",PF,Illinois
1184,2002,2,33,"Yarbrough, Vincent",SF,Tennessee
1185,2002,2,34,"Gadzuric, Dan",C,UCLA
1186,2002,2,35,"Boozer, Carlos",PF,Duke
1187,2002,2,36,"VujaniÄ‡, MiloÅ¡",PG,Partizan Belgrade
1188,2002,2,37,"Andersen, David",C,Virtus Bologna
1189,2002,2,38,"Maddox, Tito",PG,Fresno State
1190,2002,2,39,"Grizzard, Rod",SG,Alabama
1191,2002,2,40,"Navarro, Juan Carlos",PG,FC Barcelona
1192,2002,2,41,"Kasun, Mario",C,Opel Skyliners
1193,2002,2,42,"Murray, Ronald",SG,Shaw
1194,2002,2,43,"Jennings, Jason",C,Arkansas State
1195,2002,2,44,"Baxter, Lonny",PF,Maryland
1196,2002,2,45,"Clancy, Sam",PF,USC
1197,2002,2,46,"Barnes, Matt",SF,UCLA
1198,2002,2,47,"Sampson, Jamal",C,California
1199,2002,2,48,"Owens, Chris",PF,Texas
1200,2002,2,49,"Fehse, Peter",PF,Halle
1201,2002,2,50,"Songaila, Darius",PF,Wake Forest
1202,2002,2,51,"Kammerichs, Federico",SF,Ourense
1203,2002,2,52,"Taylor, Marcus",PG,Michigan State
1204,2002,2,53,"Butler, Rasual",SF,La Salle
1205,2002,2,54,"Slay, Tamar",SG,Marshall
1206,2002,2,55,"Å ekularac, Mladen",SG,FMP Å_eleznik
1207,2002,2,56,"Scola, Luis",PF,TAU CerÃ¡mica
1208,2002,2,57,"Holcomb, Randy",PF,San Diego State
1209,2002,2,58,"Edwards, Corsley",PF,Central Connecticut
1210,2003,1,1,", LeBron James",SF,St. Vincentâ€“St. Mary HS
1211,2003,1,2,"MiliÄçiÄ‡, Darko",C,Hemofarm VrÅ¡ac
1212,2003,1,3,"Anthony, Carmelo",SF,Syracuse
1213,2003,1,4,"Bosh, Chris",PF/C,Georgia Tech
1214,2003,1,5,"Wade, Dwyane",SG,Marquette
1215,2003,1,6,"Kaman, Chris",C,Central Michigan
1216,2003,1,7,"Hinrich, Kirk",PG,Kansas
1217,2003,1,8,"Ford, T. J.",PG,Texas
1218,2003,1,9,"Sweetney, Michael",PF,Georgetown
1219,2003,1,10,"Hayes, Jarvis",F/G,Georgia
1220,2003,1,11,"PiÃ©trus, MickaÃ«l",G/F,Pau-Orthez
1221,2003,1,12,"Collison, Nick",PF,Kansas
1222,2003,1,13,"Banks, Marcus",PG,UNLV
1223,2003,1,14,"Ridnour, Luke",PG,Oregon
1224,2003,1,15,"Gaines, Reece",F/G,Louisville
1225,2003,1,16,"Bell, Troy",PG,Boston College
1226,2003,1,17,"ÄŒabarkapa, Å_arko",SF,BuduÄ‡nost Podgorica
1227,2003,1,18,"West, David",PF,Xavier
1228,2003,1,19,"PavloviÄ‡, Sasha",F/G,BuduÄ‡nost Podgorica
1229,2003,1,20,"Jones, Dahntay",SG,Duke
1230,2003,1,21,"Diaw, Boris",PF,Pau-Orthez
1231,2003,1,22,"PlaniniÄ‡, Zoran",G/F,Cibona Zagreb
1232,2003,1,23,"Outlaw, Travis",SF,Starkville HS
1233,2003,1,24,"Cook, Brian",PF,Illinois
1234,2003,1,25,"Delfino, Carlos",SG,Skipper Bologna
1235,2003,1,26,"Ebi, Ndudi",SF,Westbury Christian HS
1236,2003,1,27,"Perkins, Kendrick",C,Ozen HS
1237,2003,1,28,"Barbosa, Leandro",SG,Bauru Tilibra
1238,2003,1,29,"Howard, Josh",F/G,Wake Forest
1239,2003,2,30,"Lampe, Maciej",PF,Complutense University of Madrid
1240,2003,2,31,"Kapono, Jason",F/G,UCLA
1241,2003,2,32,"Walton, Luke",SF,Arizona
1242,2003,2,33,"Beasley, Jerome",PF,North Dakota
1243,2003,2,34,"Schortsanitis, Sofoklis",C,Iraklis BC
1244,2003,2,35,"Szewczyk, Szymon",PF,Braunschweig
1245,2003,2,36,"Austin, Mario",PF,Mississippi State
1246,2003,2,37,"Hansen, Travis",SG,BYU
1247,2003,2,38,"Blake, Steve",PG,Maryland
1248,2003,2,39,"VraneÅ¡, Slavko",C,BuduÄ‡nost Podgorica
1249,2003,2,40,"Zimmerman, Derrick",PG,Mississippi State
1250,2003,2,41,"Green, Willie",SG,Detroit
1251,2003,2,42,"Pachulia, Zaza",PF,Ãœlkerspor
1252,2003,2,43,"Bogans, Keith",SG,Kentucky
1253,2003,2,44,"Badiane, Malick",PF,Langen
1254,2003,2,45,"Bonner, Matt",F,Florida
1255,2003,2,46,"BeÄçiroviÄ‡, Sani",SG,Virtus Bologna
1256,2003,2,47,"Williams, Mo",PG,Alabama
1257,2003,2,48,"Lang, James",C,Central Park Christian HS
1258,2003,2,49,"Jones, James",SF,Miami (Florida)
1259,2003,2,50,"Morlende, Paccelis",PG,Dijon
1260,2003,2,51,"Korver, Kyle",SG,Creighton
1261,2003,2,52,"van de Hare, Remon",C,FC Barcelona
1262,2003,2,53,"Smith, Tommy",PF,Arizona State
1263,2003,2,54,"SinanoviÄ‡, NedÅ_ad",C,Brotnjo
1264,2003,2,55,"Rickert, Rick",PF,Minnesota
1265,2003,2,56,"Hunter, Brandon",PF,Ohio
1266,2003,2,57,"Yuyang, Xue",C,Hong Kong Flying Dragons
1267,2003,2,58,"Glyniadakis, Andreas",C,AEK
1268,2004,1,1,"Howard, Dwight",C,Southwest Atlanta Christian Academy
1269,2004,1,2,"Okafor, Emeka",PF/C,Connecticut
1270,2004,1,3,"Gordon, Ben",SG,Connecticut
1271,2004,1,4,"Livingston, Shaun",PG,Peoria HS
1272,2004,1,5,"Harris, Devin",PG,Wisconsin
1273,2004,1,6,"Childress, Josh",G/F,Stanford
1274,2004,1,7,"Deng, Luol",SF,Duke
1275,2004,1,8,"AraÃºjo, Rafael",C,BYU
1276,2004,1,9,"Iguodala, Andre",SF,Arizona
1277,2004,1,10,"Jackson, Luke",SF,Oregon
1278,2004,1,11,"BiedriÅ†Å¡, Andris",F/C,Skonto
1279,2004,1,12,"Swift, Robert",C,Bakersfield HS
1280,2004,1,13,"Telfair, Sebastian",PG,Lincoln HS
1281,2004,1,14,"Humphries, Kris",PF,Minnesota
1282,2004,1,15,"Jefferson, Al",PF/C,Prentiss HS
1283,2004,1,16,"Snyder, Kirk",SG,Nevada
1284,2004,1,17,"Smith, Josh",SF,Oak Hill Academy
1285,2004,1,18,"Smith, J. R.",SG,St. Benedict's Prep
1286,2004,1,19,"Wright, Dorell",SF,South Kent School
1287,2004,1,20,"Nelson, Jameer",PG,Saint Joseph's
1288,2004,1,21,"Podkolzin, Pavel",C,Metis Varese
1289,2004,1,22,"Khryapa, Viktor",SF,CSKA Moscow
1290,2004,1,23,"Monia, Sergei",SG,CSKA Moscow
1291,2004,1,24,"West, Delonte",PG,Saint Joseph's
1292,2004,1,25,"Allen, Tony",SG,Oklahoma State
1293,2004,1,26,"Martin, Kevin",SG,Western Carolina
1294,2004,1,27,"VujaÄçiÄ‡, SaÅ¡a",SG,Snaidero Udine
1295,2004,1,28,"Udrih, Beno",PG,Breil Milano
1296,2004,1,29,"Harrison, David",C,Colorado
1297,2004,1,NA,Forfeited Pick,None,None
1298,2004,2,30,"VarejÃ£o, Anderson",C,FC Barcelona
1299,2004,2,31,"Vroman, Jackson",C,Iowa State
1300,2004,2,32,"Ramos, Peter John",C,Caguas
1301,2004,2,33,"Chalmers, Lionel",PG,Xavier
1302,2004,2,34,"Smith, Donta",SF,Southeastern Illinois
1303,2004,2,35,"Emmett, Andre",F/G,Texas Tech
1304,2004,2,36,"Burks, Antonio",PG,Memphis
1305,2004,2,37,"Ivey, Royal",PG,Texas
1306,2004,2,38,"Duhon, Chris",PG,Duke
1307,2004,2,39,"Miralles, Albert",PF,Roseto Basket
1308,2004,2,40,"Reed, Justin",SF,Mississippi
1309,2004,2,41,"Young, David",G,North Carolina Central
1310,2004,2,42,"Sanikidze, Viktor",SF,Dijon
1311,2004,2,43,"Ariza, Trevor",SF,UCLA
1312,2004,2,44,"Pickett, Tim",SG,Florida State
1313,2004,2,45,"Robinson, Bernard",SF,Michigan
1314,2004,2,46,"Seung-Jin, Ha",C,Yonsei University
1315,2004,2,47,"Sow, Pape",PF,Cal State Fullerton
1316,2004,2,48,"Minard, Ricky",SG,Morehead State
1317,2004,2,49,"Lishouk, Sergei",PF,Khimik Yuzhny
1318,2004,2,50,"Spanoulis, Vassilis",PG,Maroussi
1319,2004,2,51,"Drejer, Christian",SF,FC Barcelona
1320,2004,2,52,"Sato, Romain",SG,Xavier
1321,2004,2,53,"Freije, Matt",SF,Vanderbilt
1322,2004,2,54,"Paulding, Rickey",SG,Missouri
1323,2004,2,55,"Flores, Luis",PG,Manhattan
1324,2004,2,56,"Douthit, Marcus",PF,Providence
1325,2004,2,57,"Karaulov, Sergei",G,Skha Jakutia Yakutsk
1326,2004,2,58,"Stepp, Blake",PG,Gonzaga
1327,2004,2,59,"Wright, Rashad",G,Georgia
1328,2005,1,1,"Bogut, Andrew",C,Utah
1329,2005,1,2,"Williams, Marvin",F,North Carolina
1330,2005,1,3,"Williams, Deron",PG,Illinois
1331,2005,1,4,"Paul, Chris",PG,Wake Forest
1332,2005,1,5,"Felton, Raymond",G,North Carolina
1333,2005,1,6,"Webster, Martell",G/F,Seattle Prep. School
1334,2005,1,7,"Villanueva, Charlie",F,Connecticut
1335,2005,1,8,"Frye, Channing",C,Arizona
1336,2005,1,9,"Diogu, Ike",F,Arizona State
1337,2005,1,10,"Bynum, Andrew",C,St. Joseph HS
1338,2005,1,11,"VÃ¡zquez, Fran",F/C,Unicaja MÃ¡laga
1339,2005,1,12,"Korolev, Yaroslav",F,CSKA Moscow
1340,2005,1,13,"May, Sean",F,North Carolina
1341,2005,1,14,"McCants, Rashad",G,North Carolina
1342,2005,1,15,"Wright, Antoine",G/F,Texas A&M
1343,2005,1,16,"Graham, Joey",F,Oklahoma State
1344,2005,1,17,"Granger, Danny",SF,New Mexico
1345,2005,1,18,"Green, Gerald",G/F,Gulf Shores Academy
1346,2005,1,19,"Warrick, Hakim",F,Syracuse
1347,2005,1,20,"Hodge, Julius",G,NC State
1348,2005,1,21,"Robinson, Nate",G,Washington
1349,2005,1,22,"Jack, Jarrett",G,Georgia Tech
1350,2005,1,23,"GarcÃ_a, Francisco",G/F,Louisville
1351,2005,1,24,"Head, Luther",G,Illinois
1352,2005,1,25,"Petro, Johan",C,Pau-Orthez
1353,2005,1,26,"Maxiell, Jason",F,Cincinnati
1354,2005,1,27,"Kleiza, Linas",F,Missouri
1355,2005,1,28,"Mahinmi, Ian",F/C,Le Havre
1356,2005,1,29,"Simien, Wayne",F,Kansas
1357,2005,1,30,"Lee, David",PF,Florida
1358,2005,2,31,"Stoudamire, Salim",G,Arizona
1359,2005,2,32,"Ewing, Daniel",G,Duke
1360,2005,2,33,"Bass, Brandon",F,LSU
1361,2005,2,34,"Miles, C. J.",G,Skyline HS
1362,2005,2,35,"SÃ¡nchez, Ricky",F,IMG Academy
1363,2005,2,36,"Ä°lyasova, Ersan",F,Ãœlkerspor
1364,2005,2,37,"Turiaf, Ronny",F,Gonzaga
1365,2005,2,38,"Diener, Travis",G,Marquette
1366,2005,2,39,"Wafer, Von",G,Florida State
1367,2005,2,40,"Ellis, Monta",SG,Lanier HS
1368,2005,2,41,"UkiÄ‡, Roko",G,KK Split
1369,2005,2,42,"Taft, Chris",F,Pittsburgh
1370,2005,2,43,"IliÄ‡, Mile",C,KK Reflex
1371,2005,2,44,"AndriuÅ¡keviÄçius, Martynas",C,Å_algiris Kaunas
1372,2005,2,45,"Williams, Louis",SG,South Gwinnett HS
1373,2005,2,46,"Lorbek, Erazem",F,Climamio Bologna
1374,2005,2,47,"Wright, Bracey",G,Indiana
1375,2005,2,48,"Gelabale, MickaÃ«l",F,Real Madrid
1376,2005,2,49,"Blatche, Andray",F,South Kent School
1377,2005,2,50,"Gomes, Ryan",F,Providence
1378,2005,2,51,"Whaley, Robert",C,Walsh
1379,2005,2,52,"Hervelle, Axel",F,Real Madrid
1380,2005,2,53,"Greene, Orien",G,Louisiana-Lafayette
1381,2005,2,54,"Thompson, Dijon",G/F,UCLA
1382,2005,2,55,"Roberts, Lawrence",F,Mississippi State
1383,2005,2,56,"Johnson, Amir",F,Westchester HS
1384,2005,2,57,"Gortat, Marcin",F/C,RheinEnergie KÃ¶ln
1385,2005,2,58,"Slokar, UroÅ¡",F,Snaidero Udine
1386,2005,2,59,"Akyol, Cenk",G,Efes Pilsen
1387,2005,2,60,"Acker, Alex",G,Pepperdine
1388,2006,1,1,"Bargnani, Andrea",PF,Benetton Treviso
1389,2006,1,2,"Aldridge, LaMarcus",PF,Texas
1390,2006,1,3,"Morrison, Adam",SF,Gonzaga
1391,2006,1,4,"Thomas, Tyrus",PF,LSU
1392,2006,1,5,"Williams, Shelden",PF,Duke
1393,2006,1,6,"Roy, Brandon",SG,Washington
1394,2006,1,7,"Foye, Randy",SG,Villanova
1395,2006,1,8,"Gay, Rudy",SF,Connecticut
1396,2006,1,9,"O'Bryant, Patrick",C,Bradley
1397,2006,1,10,"Sene, Mouhamed",C,Verviers-Pepinster
1398,2006,1,11,"Redick, J. J.",SG,Duke
1399,2006,1,12,"Armstrong, Hilton",C,Connecticut
1400,2006,1,13,"Sefolosha, Thabo",SG,Angelico Biella
1401,2006,1,14,"Brewer, Ronnie",SG,Arkansas
1402,2006,1,15,"Simmons, Cedric",SF,NC State
1403,2006,1,16,"Carney, Rodney",SF,Memphis
1404,2006,1,17,"Williams, Shawne",PF,Memphis
1405,2006,1,18,"Pecherov, Oleksiy",C,BC Kyiv
1406,2006,1,19,"Douby, Quincy",G,Rutgers
1407,2006,1,20,"Balkman, Renaldo",F,South Carolina
1408,2006,1,21,"Rondo, Rajon",PG,Kentucky
1409,2006,1,22,"Williams, Marcus",G,Connecticut
1410,2006,1,23,"Boone, Josh",F,Connecticut
1411,2006,1,24,"Lowry, Kyle",PG,Villanova
1412,2006,1,25,"Brown, Shannon",G,Michigan State
1413,2006,1,26,"Farmar, Jordan",G,UCLA
1414,2006,1,27,"RodrÃ_guez, Sergio",G,Adecco Estudiantes
1415,2006,1,28,"Ager, Maurice",G,Michigan State
1416,2006,1,29,"Collins, Mardy",G,Temple
1417,2006,1,30,"Freeland, Joel",F,Gran Canaria
1418,2006,2,31,"White, James",G,Cincinnati
1419,2006,2,32,"Novak, Steve",SF,Marquette
1420,2006,2,33,"Jones, Solomon",F,South Florida
1421,2006,2,34,"Davis, Paul",C,Michigan State
1422,2006,2,35,"Tucker, P.J.",F,Texas
1423,2006,2,36,"Smith, Craig",F,Boston College
1424,2006,2,37,"Jones, Bobby",F,Washington
1425,2006,2,38,"PeroviÄ‡, Kosta",C,Partizan Belgrade
1426,2006,2,39,"Noel, David",F,North Carolina
1427,2006,2,40,"Brown, Denham",G,Connecticut
1428,2006,2,41,"Augustine, James",F,Illinois
1429,2006,2,42,"Gibson, Daniel",G,Texas
1430,2006,2,43,"Vinicius, Marcus",F,Objetivo SÃ£o Carlos
1431,2006,2,44,"Eliyahu, Lior",F,Hapoel Galil Elyon
1432,2006,2,45,"Johnson, Alexander",F,Florida State
1433,2006,2,46,"Brown, Dee",G,Illinois
1434,2006,2,47,"Millsap, Paul",PF,Louisiana Tech
1435,2006,2,48,"Veremeenko, Vladimir",F,Dynamo St. Petersburg
1436,2006,2,49,"Powe, Leon",F,California
1437,2006,2,50,"Hollins, Ryan",C,UCLA
1438,2006,2,51,"Samb, Cheikh",C,WTC CornellÃ 
1439,2006,2,52,"Diaz, Guillermo",G,Miami (FL)
1440,2006,2,53,"Halperin, Yotam",G,Union Olimpija
1441,2006,2,54,"Adams, Hassan",G,Arizona
1442,2006,2,55,"Ugboaja, Ejike",F,Union Bank Lagos
1443,2006,2,56,"BavÄçiÄ‡, Edin",F,ASA BH Telecom
1444,2006,2,57,"Mavrokefalidis, Loukas",C,PAOK
1445,2006,2,58,"Pinnock, J. R.",G,George Washington
1446,2006,2,59,"Markota, Damir",F,Cibona Zagreb
1447,2006,2,60,"Blalock, Will",G,Iowa State
1448,2007,1,1,"Oden, Greg",C,Ohio State
1449,2007,1,2,"Durant, Kevin",SF,Texas
1450,2007,1,3,"Horford, Al",C,Florida
1451,2007,1,4,"Conley, Mike",PG,Ohio State
