,year,round,pick,player,position,school
1911,2014,2,44,"Brown, Markel",SG,Oklahoma State
1912,2014,2,45,"Powell, Dwight",PF,Stanford
1913,2014,2,46,"Clarkson, Jordan",PG,Missouri
1914,2014,2,47,"Smith, Russ",PG/SG,Louisville
1915,2014,2,48,"Patterson, Lamar",SG/SF,Pittsburgh
1916,2014,2,49,"Bairstow, Cameron",PF/C,New Mexico
1917,2014,2,50,"Brown, Alec",C,Green Bay
1918,2014,2,51,"Antetokounmpo, Thanasis",SF,Delaware 87ers
1919,2014,2,52,"MiciÄ‡, Vasilije",PG,Mega Vizura
1920,2014,2,53,"Gentile, Alessandro",SF,Olimpia Milano
1921,2014,2,54,"DangubiÄ‡, Nemanja",SG,Mega Vizura
1922,2014,2,55,"Christon, Semaj",PG,Xavier
1923,2014,2,56,"Marble, Devyn",SG/SF,Iowa
1924,2014,2,57,"Labeyrie, Louis",PF/C,Paris-Levallois Basket
1925,2014,2,58,"McRae, Jordan",SG,Tennessee
1926,2014,2,59,"Thames, Xavier",PG/SG,San Diego State
1927,2014,2,60,"Jefferson, Cory",PF,Baylor
1928,2015,1,1,"Towns, Karl-Anthony",C,Kentucky
1929,2015,1,2,"Russell, D'Angelo",PG,Ohio State
1930,2015,1,3,"Okafor, Jahlil",C,Duke
1931,2015,1,4,"PorziÅ†Ä£is, Kristaps",PF/C,Baloncesto Sevilla
1932,2015,1,5,"Hezonja, Mario",SG/SF,FC Barcelona
1933,2015,1,6,"Cauley-Stein, Willie",C,Kentucky
1934,2015,1,7,"Mudiay, Emmanuel",PG,Guangdong Southern Tigers
1935,2015,1,8,"Johnson, Stanley",SF,Arizona
1936,2015,1,9,"Kaminsky, Frank",C,Wisconsin
1937,2015,1,10,"Winslow, Justise",SF,Duke
1938,2015,1,11,"Turner, Myles",C,Texas
1939,2015,1,12,"Lyles, Trey",PF,Kentucky
1940,2015,1,13,"Booker, Devin",SG,Kentucky
1941,2015,1,14,"Payne, Cameron",PG,Murray State
1942,2015,1,15,"Oubre Jr., Kelly",SG,Kansas
1943,2015,1,16,"Rozier, Terry",PG,Louisville
1944,2015,1,17,"Vaughn, Rashad",SG,UNLV
1945,2015,1,18,"Dekker, Sam",SF,Wisconsin
1946,2015,1,19,"Grant, Jerian",PG,Notre Dame
1947,2015,1,20,"Wright, Delon",PG,Utah
1948,2015,1,21,"Anderson, Justin",SF,Virginia
1949,2015,1,22,"Portis, Bobby",PF,Arkansas
1950,2015,1,23,"Hollis-Jefferson, Rondae",SF,Arizona
1951,2015,1,24,"Jones, Tyus",PG,Duke
1952,2015,1,25,"Martin, Jarell",PF,LSU
1953,2015,1,26,"Milutinov, Nikola",C,Partizan Belgrade
1954,2015,1,27,"Nance Jr., Larry",PF,Wyoming
1955,2015,1,28,"Hunter, R. J.",SG,Georgia State
1956,2015,1,29,"McCullough, Chris",PF,Syracuse
1957,2015,1,30,"Looney, Kevon",PF,UCLA
1958,2015,2,31,"Osman, Cedi",SG/SF,Anadolu Efes
1959,2015,2,32,"Harrell, Montrezl",PF,Louisville
1960,2015,2,33,"Mickey, Jordan",PF,LSU
1961,2015,2,34,"Brown, Anthony",SF,Stanford
1962,2015,2,35,"HernangÃ_mez, Willy",C,Baloncesto Sevilla
1963,2015,2,36,"Christmas, Rakeem",PF/C,Syracuse
1964,2015,2,37,"Holmes, Richaun",SF/PF,Bowling Green
1965,2015,2,38,"Hilliard, Darrun",SG,Villanova
1966,2015,2,39,"Vaulet, Juan Pablo",SF,Estudiantes de BahÃ_a
1967,2015,2,40,"Richardson, Josh",SG,Tennessee
1968,2015,2,41,"Connaughton, Pat",SF,Notre Dame
1969,2015,2,42,"Hanlan, Olivier",PG,Boston College
1970,2015,2,43,"Young, Joseph",PG,Oregon
1971,2015,2,44,"Harrison, Andrew",PG,Kentucky
1972,2015,2,45,"Thornton, Marcus",PG,William & Mary
1973,2015,2,46,"Powell, Norman",SG,UCLA
1974,2015,2,47,"Gudaitis, ArtÅ«ras",C,Å_algiris Kaunas
1975,2015,2,48,"Johnson, Dakari",C,Kentucky
1976,2015,2,49,"White, Aaron",PF,Iowa
1977,2015,2,50,"Eriksson, Marcus",SG,FC Barcelona
1978,2015,2,51,"Harvey, Tyler",PG,Eastern Washington
1979,2015,2,52,"Bhamara, Satnam Singh",C,IMG Academy
1980,2015,2,53,"Pointer, Sir'Dominic",SF,St. John's
1981,2015,2,54,"DÃ_ez, Dani",SF,Gipuzkoa Basket
1982,2015,2,55,"Lalanne, Cady",PF,Massachusetts
1983,2015,2,56,"Dawson, Branden",SF,Michigan State
1984,2015,2,57,"RadiÄçeviÄ‡, Nikola",PG,Baloncesto Sevilla
1985,2015,2,58,"Tokoto, J. P.",SG/SF,North Carolina
1986,2015,2,59,"Agravanis, Dimitrios",PF,Olympiacos
1987,2015,2,60,"MitroviÄ‡, Luka",PF,Red Star Belgrade
1988,2016,1,1,"Simmons, Ben",PF/PG,LSU
1989,2016,1,2,"Ingram, Brandon",SF,Duke
1990,2016,1,3,"Brown, Jaylen",SF/SG,California
1991,2016,1,4,"Bender, Dragan",PF/C,Maccabi FOX Tel Aviv
1992,2016,1,5,"Dunn, Kris",PG,Providence
1993,2016,1,6,"Hield, Buddy",SG,Oklahoma
1994,2016,1,7,"Murray, Jamal",SG/PG,Kentucky
1995,2016,1,8,"Chriss, Marquese",PF,Washington
1996,2016,1,9,Poeltl,C,Utah
1997,2016,1,10,"Maker, Thon",PF,Orangeville Prep
1998,2016,1,11,"Sabonis, Domantas",PF/C,Gonzaga
1999,2016,1,12,"Prince, Taurean",PF,Baylor
2000,2016,1,13,"Papagiannis, Georgios",C,Panathinaikos
2001,2016,1,14,"Valentine, Denzel",SG/SF,Michigan State
2002,2016,1,15,"HernangÃ_mez, Juan",SF/PF,Movistar Estudiantes
2003,2016,1,16,"Yabusele, Guerschon",PF,Rouen MÃ©tropole
2004,2016,1,17,"Baldwin IV, Wade",PG,Vanderbilt
2005,2016,1,18,"Ellenson, Henry",PF,Marquette
2006,2016,1,19,"Beasley, Malik",SG,Florida State
2007,2016,1,20,"LeVert, Caris",SG,Michigan
2008,2016,1,21,"Bembry, DeAndre'",SF,Saint Joseph's
2009,2016,1,22,"Richardson, Malachi",SG,Syracuse
2010,2016,1,23,"Å_iÅ_iÄ‡, Ante",C,KK Cibona
2011,2016,1,24,"Luwawu-Cabarrot, TimothÃ©",SG/SF,Mega Leks
2012,2016,1,25,"Johnson, Brice",PF,North Carolina
2013,2016,1,26,"Korkmaz, Furkan",SG/SF,Anadolu Efes
2014,2016,1,27,"Siakam, Pascal",PF,New Mexico State
2015,2016,1,28,"LabissiÃ¨re, Skal",PF/C,Kentucky
2016,2016,1,29,"Murray, Dejounte",PG/SG,Washington
2017,2016,1,30,"Jones, Damian",C,Vanderbilt
2018,2016,2,31,"Davis, Deyonta",PF/C,Michigan State
2019,2016,2,32,"Zubac, Ivica",C,Mega Leks
2020,2016,2,33,"Diallo, Cheick",PF/C,Kansas
2021,2016,2,34,"Ulis, Tyler",PG,Kentucky
2022,2016,2,35,"Zagorac, Rade",SG/SF,Mega Leks
2023,2016,2,36,"Brogdon, Malcolm",PG/SG,Virginia
2024,2016,2,37,"Onuaku, Chinanu",PF/C,Louisville
2025,2016,2,38,"McCaw, Patrick",SG/SF,UNLV
2026,2016,2,39,"Michineau, David",PG,Elan !
2027,2016,2,40,"Stone, Diamond",C,Maryland
2028,2016,2,41,"Zimmerman, Stephen",PF/C,UNLV
2029,2016,2,42,"Whitehead, Isaiah",PG/SG,Seton Hall
2030,2016,2,43,"Zhou Qi,",C,Xinjiang Flying Tigers
2031,2016,2,44,"Cordinier, Isaia",SG,ASC Denain-Voltaire
2032,2016,2,45,"Jackson, Demetrius",PG,Notre Dame
2033,2016,2,46,"Hammons, A. J.",C,Purdue
2034,2016,2,47,"Layman, Jake",SF,Maryland
2035,2016,2,48,"Zipser, Paul",SG/SF,FC Bayern Munich
2036,2016,2,49,"Gbinije, Michael",SF,Syracuse
2037,2016,2,50,"Niang, Georges",PF,Iowa State
2038,2016,2,51,"Bentil, Ben",PF,Providence
2039,2016,2,52,"Bolomboy, Joel",PF/C,Weber State
2040,2016,2,53,"Cornelie, Petr",PF,Le Mans Sarthe
2041,2016,2,54,"Felder, Kay",PG,Oakland
2042,2016,2,55,"Paige, Marcus",PG,North Carolina
2043,2016,2,56,"Hamilton, Daniel",SG/SF,Connecticut
2044,2016,2,57,"Wang Zhelin,",C,Fujian Sturgeons
2045,2016,2,58,"Nader, Abdel",SF,Iowa State
2046,2016,2,59,"Cousins, Isaiah",PG/SG,Oklahoma
2047,2016,2,60,"Wallace, Tyrone",PG,California
2048,2017,1,1,"Fultz, Markelle",PG/SG,Washington
2049,2017,1,2,"Ball, Lonzo",PG,UCLA
2050,2017,1,3,"Tatum, Jayson",SF,Duke
2051,2017,1,4,"Jackson, Josh",SF,Kansas
2052,2017,1,5,"Fox, De'Aaron",PG,Kentucky
2053,2017,1,6,"Isaac, Jonathan",SF/PF,Florida State
2054,2017,1,7,"Markkanen, Lauri",PF,Arizona
2055,2017,1,8,"Ntilikina, Frank",PG,SIG Strasbourg
2056,2017,1,9,"Smith Jr., Dennis",PG,NC State
2057,2017,1,10,"Collins, Zach",C/PF,Gonzaga
2058,2017,1,11,"Monk, Malik",SG,Kentucky
2059,2017,1,12,"Kennard, Luke",SG,Duke
2060,2017,1,13,"Mitchell, Donovan",SG,Louisville
2061,2017,1,14,"Adebayo, Bam",PF/C,Kentucky
2062,2017,1,15,"Jackson, Justin",SF,North Carolina
2063,2017,1,16,"Patton, Justin",C,Creighton
2064,2017,1,17,"Wilson, D. J.",PF/SF,Michigan
2065,2017,1,18,"Leaf, T. J.",PF,UCLA
2066,2017,1,19,"Collins, John",PF,Wake Forest
2067,2017,1,20,"Giles, Harry",PF/C,Duke
2068,2017,1,21,"Ferguson, Terrance",SG,Adelaide 36ers
2069,2017,1,22,"Allen, Jarrett",C,Texas
2070,2017,1,23,"Anunoby, OG",SF,Indiana
2071,2017,1,24,"Lydon, Tyler",PF,Syracuse
2072,2017,1,25,"PaseÄçÅ†iks, AnÅ_ejs",C,Herbalife Gran Canaria
2073,2017,1,26,"Swanigan, Caleb",PF,Purdue
2074,2017,1,27,"Kuzma, Kyle",PF,Utah
2075,2017,1,28,"Bradley, Tony",PF/C,North Carolina
2076,2017,1,29,"White, Derrick",PG/SG,Colorado
2077,2017,1,30,"Hart, Josh",SG,Villanova
2078,2017,2,31,"Jackson, Frank",PG,Duke
2079,2017,2,32,"Reed, Davon",SG,Miami
2080,2017,2,33,"Iwundu, Wes",SF,Kansas State
2081,2017,2,34,"Mason III, Frank",PG,Kansas
2082,2017,2,35,"Rabb, Ivan",PF,California
2083,2017,2,36,"Bolden, Jonah",PF,FMP Beograd
2084,2017,2,37,"Ojeleye, Semi",SF/PF,SMU
2085,2017,2,38,"Bell, Jordan",PF,Oregon
2086,2017,2,39,"Evans, Jawun",PG,Oklahoma State
2087,2017,2,40,"Bacon, Dwayne",SG,Florida State
2088,2017,2,41,"Dorsey, Tyler",SG,Oregon
2089,2017,2,42,"Bryant, Thomas",PF,Indiana
2090,2017,2,43,"Hartenstein, Isaiah",PF/C,Å_algiris Kaunas
2091,2017,2,44,"Dotson, Damyean",SG,Houston
2092,2017,2,45,"Brooks, Dillon",SF,Oregon
2093,2017,2,46,"Brown, Sterling",SG,SMU
2094,2017,2,47,"Anigbogu, Ike",C,UCLA
2095,2017,2,48,"Thornwell, Sindarius",SG,South Carolina
2096,2017,2,49,"ÄŒanÄçar, Vlatko",SF,Mega Leks
2097,2017,2,50,"Lessort, Mathias",PF/C,Nanterre 92
2098,2017,2,51,"Morris, MontÃ©",PG,Iowa State
2099,2017,2,52,"Sumner, Edmond",PG,Xavier
2100,2017,2,53,"Allen, Kadeem",SG,Arizona
2101,2017,2,54,"Peters, Alec",SF,Valparaiso
2102,2017,2,55,"Williams-Goss, Nigel",PG,Gonzaga
2103,2017,2,56,"Bird, Jabari",SG,California
2104,2017,2,57,"Vezenkov, Sasha",PF,FC Barcelona Lassa
2105,2017,2,58,"Jaramaz, Ognjen",PG,Mega Leks
2106,2017,2,59,"Blossomgame, Jaron",SF,Clemson
2107,2017,2,60,"Kaba, Alpha",PF/C,Mega Leks
2108,2018,1,1,DeAndre Ayton,C,Arizona
2109,2018,1,2,Jaren Jackson Jr.,PF,Michigan St.
2110,2018,1,3,Michael Porter,SF,Missouri
2111,2018,1,4,Marvin Bagley,PF,Duke
2112,2018,1,5,Luka Doncic,SG/SF,Slovenia
2113,2018,1,6,Wendell Carter,PF/C,Duke
2114,2018,1,7,Trae Young,PG,Oklahoma
2115,2018,1,8,Mohamed Bamba,C,Texas
2116,2018,1,9,Collin Sexton,PG,Alabama
2117,2018,1,10,Kevin Knox,SF/PF,Kentucky
2118,2018,1,11,Mikal Bridges,SG/SF,Villanova
2119,2018,1,12,Miles Bridges,SF/PF,Michigan St.
2120,2018,1,13,Shai Gilgeous-Al...,PG,Kentucky
2121,2018,1,14,Robert Williams,PF/C,Texas A&M
2122,2018,1,15,Gary Trent Jr.,SG,Duke
2123,2018,1,16,Lonnie Walker,SG,Miami
2124,2018,1,17,Dzanan Musa,SF,Bosnia & Herz
2125,2018,1,18,Hamidou Diallo,SG,Kentucky
2126,2018,1,19,Khyri Thomas,PG/SG,Creighton
2127,2018,1,20,Mitchell Robinson,C,USA
2128,2018,1,21,Trevon Duval,PG,Duke
2129,2018,1,22,Grayson Allen,SG,Duke
2130,2018,1,23,Chimezie Metu,PF/C,USC
2131,2018,1,24,Landry Shamet,PG/SG,Wichita State
2132,2018,1,25,Brandon McCoy,C,UNLV
2133,2018,1,26,Troy Brown,PG/SG,Oregon
2134,2018,1,27,Omer Yurtseven,C,NC State
2135,2018,1,28,Austin Wiley,C,Auburn
2136,2018,1,29,Tony Carr,PG,Penn State
2137,2018,1,30,Moritz Wagner,PF,Michigan
2138,2018,2,31,Rodions Kurucs,SF,Latvia
2139,2018,2,32,Bruce Brown,SG,Miami
2140,2018,2,33,Kerwin Roach,PG/SG,Texas
2141,2018,2,34,Isaac Bonga,SF,Germany
2142,2018,2,35,Robert Franks,SF/PF,Washington State
2143,2018,2,36,Chandler Hutchison,SG/SF,Boise State
2144,2018,2,37,Kenrich Williams,SF,TCU
2145,2018,2,38,Keita Bates-Diop,SF,Ohio State
2146,2018,2,39,Alize Johnson,PF,Missouri State
2147,2018,2,40,Aaron Holiday,PG,UCLA
2148,2018,2,41,Sviatoslav Mykha,SG,Kansas
2149,2018,2,42,Jaylen Adams,PG/SG,St. Bonaventure
2150,2018,2,43,Kevin Hervey,SF,Texas Arlington
2151,2018,2,44,Allonzo Trier,SG,Arizona
2152,2018,2,45,Keenan Evans,PG/SG,Texas Tech
2153,2018,2,46,Shake Milton,PG/SG,SMU
2154,2018,2,47,Goga Bitadze,C,Rep. of Georgia
2155,2018,2,48,Jalen Brunson,PG,Villanova
2156,2018,2,49,Thomas Wilder,PG,Western Michigan
2157,2018,2,50,Rawle Alkins,SG,Arizona
2158,2018,2,51,Jalen Hudson,SG,Florida
2159,2018,2,52,Devonte Graham,PG,Kansas
2160,2018,2,53,Arnoldas Kulboka,SF,Lithuania
2161,2018,2,54,Melvin Frazier,SG/SF,Tulane
2162,2018,2,55,Joel Berry,PG,North Carolina
2163,2018,2,56,Jacob Evans,SF,Cincinnati
2164,2018,2,57,Jevon Carter,PG,West Virginia
2165,2018,2,58,Borisa Simanic,SF/PF,Serbia
2166,2018,2,59,Bonzie Colson,SF/PF,Notre Dame
2167,2018,2,60,Kendall Stephens,SG/SF,Nevada
