Rk,Player,Class,Season,Pos,School,Conf,G,MP,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1868,Desmar Jackson\desmar-jackson-1,SR,2013-14,G,Southern Illinois,MVC,33,1087,32.9,6.4,13.8,5.8,11.3,0.7,2.5,5.1,6.5,1.5,4,5.5,2.1,2.4,0.4,3,2.8,18.6
1869,Charlie Jones\charlie-jones-2,FR,2014-15,G,American,Patriot,33,1087,32.9,2.7,5.4,1.9,3.5,0.7,1.9,2,2.5,0.6,3.2,3.7,1.8,0.8,0.5,1.1,1.9,8
1870,Korie Lucious\korie-lucious-1,SR,2012-13,G,Iowa State,Big 12,35,1087,31.1,3.3,8.8,1.4,3.5,1.9,5.3,1.5,1.9,0.5,1.4,1.9,5.6,0.8,0,3.3,1.7,10.1
1871,Daniel Munoz\daniel-munoz-1,JR,2012-13,G,American,Patriot,30,1087,36.2,3.4,9.6,2.4,6,1.1,3.6,2.4,2.7,0.2,2.2,2.4,3.6,0.6,0.1,2.6,1.9,10.3
1872,Warren Niles\warren-niles-1,SO,2010-11,G,Oral Roberts,Summit,35,1087,31.1,4.8,12.2,2.6,6.3,2.2,5.9,2.6,3.2,0.7,3,3.7,1.8,1,0.1,1.9,2.4,14.3
1873,Levi Randolph\levi-randolph-1,SO,2012-13,G,Alabama,SEC,36,1087,30.2,2.9,6.6,2.1,4.4,0.8,2.3,1.6,2.3,1.5,2.7,4.2,1.6,1.1,0.2,1.3,2.2,8.1
1874,Andre Roberson\andre-roberson-1,SO,2011-12,F,Colorado,Pac-12,36,1087,30.2,4.1,8.1,3.6,6.7,0.5,1.4,2.8,4.6,3.1,8.1,11.1,1.2,1.3,1.9,1.8,2.4,11.6
1875,Kahron Ross\kahron-ross-1,SO,2015-16,G,Lehigh,Patriot,32,1087,34,4,8.9,3.1,6.6,0.9,2.4,2.3,3.4,0.7,2.1,2.8,6.1,1.4,0.2,2,1.9,11.2
1876,Ahmad Starks\ahmad-starks-1,SO,2011-12,G,Oregon State,Pac-12,35,1087,31.1,4.4,11.1,2.1,5,2.3,6.1,1.1,1.2,0.2,2.1,2.3,2.7,1.7,0,1.4,2.1,12.1
1877,Malik Story\malik-story-1,JR,2011-12,G,Nevada,WAC,35,1087,31.1,4.7,11,2.1,4.5,2.7,6.5,2,2.7,0.3,2.5,2.8,2.3,0.7,0.3,2,1.8,14.1
1878,Demetrius Ward\demetrius-ward-1,JR,2010-11,G,Western Michigan,MAC,34,1087,32,4.2,10.4,2.3,5.5,1.9,4.8,3.5,4.5,1.2,3,4.3,2.5,1.1,0.1,2.1,2.5,13.8
1879,Kyle Weems\kyle-weems-1,JR,2010-11,F,Missouri State,MVC,35,1087,31.1,5.8,12.2,3.9,7.5,1.9,4.8,2.5,3.1,1.6,5.2,6.9,1.4,1.4,0.9,1.4,2.7,16
1880,Dez Wells\dezmine-wells-1,SO,2012-13,G,Maryland,ACC,38,1087,28.6,5,9.6,4.4,7.7,0.6,1.8,2.4,3.5,0.9,4,4.9,3,0.9,0.5,2.8,2.1,13.1
1881,Ken Williams\ken-williams-1,SO,2014-15,G,South Alabama,Sun Belt,33,1087,32.9,5,13.3,2.4,6.2,2.6,7.1,3.1,3.9,0.4,3.3,3.7,2.4,0.7,0.3,2.3,2,15.7
1882,Dion Wright\dion-wright--1,JR,2014-15,F,St. Bonaventure,A-10,31,1087,35.1,5.6,10.4,5.5,10,0.2,0.5,2.1,2.7,2.9,4.1,7,1.4,0.8,0.6,1.6,2.7,13.5
1883,Tim Ambrose\tim-ambrose-1,SR,2010-11,G,Albany (NY),AEC,32,1086,33.9,6,13.2,4.1,8.7,1.9,4.5,2.7,3.8,1.3,3.9,5.2,3.6,1.3,0.2,3,2.8,16.6
1884,LaVell Boyd\lavell-boyd-1,SR,2016-17,G,Missouri-Kansas City,WAC,35,1086,31,5.4,13.2,2.9,7,2.5,6.2,4.5,5.4,0.5,3.5,4.1,3.9,1.1,0,2.5,2.7,17.8
1885,Aaron Brown\aaron-brown-1,SR,2014-15,G,Boston College,ACC,32,1086,33.9,4.9,12,3.1,6.1,1.9,5.9,3.1,4.5,0.5,2.6,3.1,2,0.6,0,2.2,2,14.8
1886,Kentavious Caldwell-Pope\kentavious-caldwell-pope-1,SO,2012-13,G,Georgia,SEC,32,1086,33.9,5.8,13.4,3.2,6.4,2.6,7,4.2,5.3,1.2,5.9,7.1,1.8,2,0.5,2,2.2,18.5
1887,Scott Christopherson\scott-christopherson-1,SR,2011-12,G,Iowa State,Big 12,34,1086,31.9,4,9.1,2,4.8,2,4.3,2.7,3,0.2,2.8,3,2.3,0.5,0.1,1.9,1.1,12.6
1888,Antonius Cleveland\antonius-cleveland-1,SR,2016-17,G,Southeast Missouri State,OVC,33,1086,32.9,6.3,11.6,5.5,9.4,0.8,2.2,3.2,4.8,0.8,4.3,5.1,2.2,1.4,0.9,2,2.6,16.6
1889,Clayton Custer\clayton-custer-1,JR,2017-18,G,Loyola (IL),MVC,33,1086,32.9,4.8,9.2,3,5.2,1.8,4,1.7,2.2,0.2,1.9,2.2,4.1,1.5,0.1,2.2,1.7,13.2
1890,Ben Finney\ben-finney-1,SR,2010-11,G,Old Dominion,CAA,34,1086,31.9,2.9,8.2,1.8,4.2,1.1,4,2.3,3.9,3,3.4,6.3,3,1.3,0.6,1.9,2,9.2
1891,Kevin Hardy\kevin-hardy-1,SO,2012-13,G,McNeese State,Southland,31,1086,35,4,9,3.7,7.8,0.3,1.1,1.4,2.8,2,4.3,6.2,4.5,2.2,1.2,2.1,2.3,9.7
1892,D'Angelo Harrison\dangelo-harrison-1,JR,2013-14,G,St. John's (NY),Big East,33,1086,32.9,5.1,13.4,3.2,8.2,1.9,5.2,5.3,6.1,0.9,4,4.9,1.9,1,0.5,1.5,2.5,17.5
1893,Pierria Henry\pierria-henry-1,SO,2012-13,G,Charlotte,A-10,33,1086,32.9,3.5,8,3.1,6.3,0.3,1.7,3.1,4.3,1.2,4.2,5.5,3.7,2.5,0.6,2.8,2.7,10.3
1894,Kareem Jamar\kareem-jamar-1,SR,2013-14,G,Montana,Big Sky,30,1086,36.2,6.1,12.9,4.6,8.6,1.5,4.3,5.2,7.3,0.8,4.8,5.6,4,0.9,0.5,2.2,2.5,18.8
1895,Rahlir Jefferson\rahlir-jefferson-1,JR,2011-12,F,Temple,A-10,32,1086,33.9,3.8,6.8,3.8,6.8,0,0,1.6,2.7,3,3.6,6.6,2.4,1.5,0.9,1.8,2.8,9.3
1896,James Johnson\james-johnson-1,JR,2010-11,G,Quinnipiac,NEC,32,1086,33.9,5.5,13.8,2.9,7,2.6,6.8,2.5,3,0.9,3.3,4.2,3.5,1.6,0.1,1.5,2.2,16.1
1897,Carl Jones\carl-jones-2,SO,2010-11,G,Saint Joseph's,A-10,32,1086,33.9,5.1,12.4,3.4,7.8,1.7,4.6,5.2,6.9,0.4,2.2,2.6,3.4,1.1,0.1,2.4,1.8,17
1898,Nick King\nick-king-1,SR,2017-18,F,Middle Tennessee,CUSA,33,1086,32.9,7.8,15.8,6.6,12.6,1.3,3.3,4.1,5.5,2.4,6.1,8.4,2,0.7,0.2,2.8,1.5,21
1899,Rashad Lindsey\rashad-lindsey-1,JR,2016-17,G,Arkansas State,Sun Belt,32,1086,33.9,3.5,7.9,2.3,4.7,1.3,3.2,2.1,2.9,0.3,2.5,2.8,2.5,0.6,0,1.9,1.6,10.3
1900,Marc Loving\marc-loving-1,SR,2016-17,F,Ohio State,Big Ten,32,1086,33.9,3.8,9.2,2,4.5,1.8,4.8,2.8,3.8,1,3.7,4.7,1.9,0.6,0.5,2.8,2.2,12.3
1901,Mark Lyons\mark-lyons-1,JR,2011-12,G,Xavier,A-10,34,1086,31.9,5.2,12.2,3.5,7.8,1.7,4.4,3,3.9,0.3,2.9,3.2,2.8,1.3,0.3,2.2,2.8,15.1
1902,Matt McMullen\matt-mcmullen-1,SR,2014-15,F,Colgate,Patriot,33,1086,32.9,3.3,6.3,1.8,3.3,1.5,3,1.4,1.7,1.1,5.5,6.5,2.1,1,0.8,1.7,2.5,9.5
1903,Adrian Oliver\adrian-oliver-2,SR,2010-11,G,San Jose State,WAC,31,1086,35,7.9,18.4,5.7,12.8,2.3,5.5,5.8,7.1,1.3,4.1,5.3,2.5,0.7,0.4,3.1,2.7,24
1904,Georgie Pacheco-Ortiz\georgie-pacheco-ortiz-1,FR,2016-17,G,Liberty,Big South,35,1086,31,2.7,6.5,1.6,3.7,1.1,2.9,2,2.5,0.4,2.8,3.1,2.6,0.8,0,1.1,1.3,8.6
1905,Terran Petteway\terran-petteway-1,JR,2014-15,G,Nebraska,Big Ten,31,1086,35,5.9,15,3.7,8,2.2,7,4.1,5.8,0.5,4.4,4.9,2.8,1.1,0.9,3.4,3,18.2
1906,Devin Price\devin-price-1,JR,2011-12,G,Marist,MAAC,32,1086,33.9,4.3,11,2.4,5.7,1.9,5.3,3.1,3.9,0.7,2.2,2.8,2.2,1.1,0,2.1,1.4,13.6
1907,Michael Qualls\michael-qualls-1,JR,2014-15,G,Arkansas,SEC,36,1086,30.2,5,11.5,3.5,6.9,1.5,4.6,4.4,5.7,1.6,3.7,5.3,1.7,0.9,0.5,1.7,1.7,15.9
1908,Dominique Sutton\dominique-sutton-1,SR,2011-12,F,North Carolina Central,MEAC,32,1086,33.9,5.7,9.9,5.7,9.8,0,0.1,5,7.5,2,5.5,7.4,1.7,2.2,0.5,2.6,3.1,16.4
1909,Casey Walker\casey-walker-1,SO,2011-12,G,Delaware State,MEAC,29,1086,37.4,4.7,11.4,2,4.3,2.6,7.1,1.3,1.9,1.1,2.8,3.8,0.8,0.9,0.5,1.1,2.6,13.3
1910,Jameel Warney\jameel-warney-1,SR,2015-16,F,Stony Brook,AEC,33,1086,32.9,8.2,13.1,8.2,13.1,0,0,3.4,5.4,4.5,6.3,10.8,1.6,0.9,3,1.3,2.2,19.8
1911,Tim Bond\tim-bond-1,SR,2017-18,G,Eastern Michigan,MAC,35,1085,31,3.5,7.7,2.7,5.2,0.9,2.5,1.3,1.9,0.8,4.1,4.9,3.5,2.4,1.1,1.8,2.1,9.2
1912,Jeff Brooks\jeff-brooks-1,SR,2010-11,F,Penn State,Big Ten,33,1085,32.9,5.3,9.6,4.5,7.6,0.8,2,1.8,2.4,2.3,4.1,6.3,1.7,0.8,1.4,1.6,2.3,13.1
1913,Milton Burton\milton-burton-1,SR,2010-11,G,Hartford,AEC,30,1085,36.2,4,11,2.4,5.1,1.6,5.9,1.2,1.7,1.5,3.8,5.2,2.1,2.2,0.5,1.6,2.6,10.9
1914,Dontae Cannon\dontae-cannon-1,SR,2012-13,G,McNeese State,Southland,31,1085,35,4.2,10.8,3.2,7.6,1,3.2,3,3.9,0.5,2.8,3.3,3.1,1.3,0.1,2,1.7,12.4
1915,Keith Clanton\keith-clanton-1,JR,2011-12,F,Central Florida,CUSA,33,1085,32.9,5.3,11.6,4.2,8.1,1.2,3.5,2.7,4.6,3,5.1,8.1,1.8,1,1.8,2.4,2.8,14.5
1916,Tekele Cotton\tekele-cotton-1,JR,2013-14,G,Wichita State,MVC,36,1085,30.1,3.6,7.9,2.4,4.6,1.2,3.2,2,2.9,1.3,2.7,4,2.4,1.4,0.3,1.1,2,10.3
1917,KJ Feagin\kj-feagin-1,JR,2017-18,G,Santa Clara,WCC,31,1085,35,6.5,14.6,4.5,9.4,2,5.3,2.5,2.9,0.4,1.7,2.1,4,0.8,0.1,2.3,2.2,17.5
1918,Branden Frazier\branden-frazier-1,JR,2012-13,G,Fordham,A-10,31,1085,35,4.2,12.2,2.8,7,1.4,5.1,4.4,5.3,1,2.7,3.7,5,0.9,0,3,2.1,14.2
1919,Dylan Garrity\dylan-garrity-1,SR,2014-15,G,Sacramento State,Big Sky,33,1085,32.9,4.5,9.7,2,3.7,2.5,6,2.5,3,0.2,1.8,2,2.5,1,0,1.7,1.6,13.9
1920,Nathan Healy\nathan-healy-1,SR,2012-13,F,Appalachian State,Southern,31,1085,35,5.4,11.2,3.7,6.8,1.7,4.4,2,2.5,1.8,5.9,7.7,1.4,1.9,1.5,1.6,2.6,14.5
1921,Peter Hooley\peter-hooley-1,SR,2015-16,G,Albany (NY),AEC,33,1085,32.9,3.9,10.4,2.7,5.4,1.2,5,3.4,4.4,0.5,4.1,4.6,2.7,0.9,0.1,2.2,1.1,12.5
1922,Jaron Jones\jaron-jones-1,SR,2011-12,G,Eastern Kentucky,OVC,32,1085,33.9,5.8,11,5.1,9,0.8,2,4.6,5.9,1.7,2.7,4.4,1.8,1.4,0.3,1.9,2.7,17
1923,Harper Kamp\harper-kamp-1,JR,2010-11,F,University of California,Pac-10,33,1085,32.9,5.1,9.7,5.1,9.4,0.1,0.3,3.9,4.8,2.1,3.5,5.6,1.7,0.6,0.3,2.3,2.8,14.2
1924,Matt Lander\matt-lander-1,SR,2010-11,G,Western Illinois,Summit,30,1085,36.2,5.1,12.4,3.7,8.3,1.4,4.1,5.5,7.2,0.3,2.1,2.3,2.7,0.9,0.2,3.1,2.2,17
1925,Rodney McGruder\rodney-mcgruder-1,JR,2011-12,G,Kansas State,Big 12,33,1085,32.9,5.7,12.3,4.2,8.4,1.5,3.9,2.9,3.7,2.3,3,5.2,1.4,1.2,0.3,1.5,1.9,15.8
1926,Bobby Moorehead\bobby-moorehead-1,JR,2017-18,G,Montana,Big Sky,34,1085,31.9,2.4,6.3,0.9,2.1,1.5,4.3,1,1.4,0.8,4.3,5.1,1.2,1.2,0.5,1.1,2.2,7.4
1927,Obinna Oleka\obinna-oleka-1,SR,2016-17,F,Arizona State,Pac-12,33,1085,32.9,4.3,9.9,3.5,7.1,0.7,2.9,3.2,4.4,3,6.9,9.9,1.2,1,0.8,1.9,2.5,12.5
1928,Steffphon Pettigrew\steffphon-pettigrew-1,SR,2010-11,F,Western Kentucky,Sun Belt,32,1085,33.9,5.7,11.6,4.8,8.4,0.9,3.2,2.3,4,2.6,3.5,6.1,1.3,0.8,0.6,2,2.8,14.6
1929,Luke Roh\luke-roh-1,SR,2014-15,G,Colgate,Patriot,33,1085,32.9,3.9,6.5,3.9,6.5,0,0,2.1,3.1,1.6,4.5,6.2,2.6,0.8,0.2,1.9,2.4,9.9
1930,Victor Rudd\victor-rudd-1,SR,2013-14,F,South Florida,AAC,32,1085,33.9,5.6,13.5,4.6,9.5,1,4,3.8,5.1,0.7,6.2,6.8,1.8,0.6,0.6,2.2,2.2,16.1
1931,John Schoof\john-schoof-1,SO,2012-13,G,American,Patriot,30,1085,36.2,3,6.7,0.7,2.1,2.3,4.6,1.2,1.3,0.6,1.9,2.6,2.5,0.4,0.1,1.8,2.2,9.6
1932,Darryl Shazier\darryl-shazier-1,SR,2010-11,G,Bucknell,Patriot,34,1085,31.9,2.8,6.9,1.9,4.2,0.9,2.7,1.7,2.2,0.4,3.2,3.6,5.4,1.3,0,1.5,2.1,8.3
1933,Zavier Simpson\zavier-simpson-1,SO,2017-18,G,Michigan,Big Ten,41,1085,26.5,2.8,6,2.2,4,0.6,2,1.1,2.2,0.4,2.8,3.2,3.7,1.3,0,1.5,1.3,7.3
1934,Jarvis Williams\jarvis-williams-3,SR,2014-15,F,Murray State,OVC,35,1085,31,5.7,10,5.7,10,0,0,4.3,6.5,3.9,4.5,8.4,0.9,0.7,1,1.4,2.7,15.7
1935,Kyan Anderson\kyan-anderson-1,SO,2012-13,G,Texas Christian,Big 12,32,1084,33.9,4.2,10.3,2.5,5.4,1.7,5,1.9,2.6,0.3,1.6,1.8,3.4,1.4,0,2.7,1.6,12
1936,Cameron Ayers\cameron-ayers-1,JR,2012-13,G,Bucknell,Patriot,34,1084,31.9,4.5,9.7,3,5.8,1.6,3.9,1.7,2.3,1,2.9,4,2,0.6,0.1,1,1.4,12.4
1937,Daniel Bejarano\daniel-bejarano-1,JR,2013-14,G,Colorado State,MWC,32,1084,33.9,5.1,14.1,3.2,8.1,1.9,5.9,4.2,5.3,2.3,6.1,8.3,3.3,1.1,0.6,1.8,1.8,16.3
1938,Stevie Browning\stevie-browning-1,SR,2016-17,G,Marshall,CUSA,34,1084,31.9,6,13.2,3.9,8,2.1,5.2,2,2.4,0.9,3.3,4.1,3.3,1.1,0.2,1.7,1.8,16.1
1939,Tony Carr\tony-carr-1,FR,2016-17,G,Penn State,Big Ten,33,1084,32.8,4.3,11.3,3.3,8.2,1,3.1,3.7,4.8,0.7,4.1,4.8,4.2,0.7,0.3,2.6,2.2,13.2
1940,Anthony Collins\anthony-collins-1,JR,2014-15,G,South Florida,AAC,32,1084,33.9,2.8,6.4,2.6,5.5,0.3,0.9,1.2,1.8,0.3,2.3,2.6,5.2,1.5,0.1,2.4,2.3,7.1
1941,Brett Comer\brett-comer-1,JR,2013-14,G,Florida Gulf Coast,A-Sun,35,1084,31,5.1,11.1,4,8.1,1.1,3.1,2.5,3.9,0.7,2.3,2.9,5.3,1.2,0.2,3.1,2.4,13.7
1942,Spencer Dixon\spencer-dixon-1,JR,2010-11,G,Kennesaw State,A-Sun,31,1084,35,4.6,13,3,7.3,1.6,5.8,2.3,3.2,0.8,2.6,3.4,3.4,1.2,0.1,3,2,13.1
1943,Wes Eikmeier\wes-eikmeier-2,SR,2012-13,G,Colorado State,MWC,35,1084,31,4.1,10.9,2.6,6.6,1.5,4.3,2.7,3.1,0.1,1.6,1.7,2.1,0.5,0.1,1.7,2.8,12.6
1944,Seth Gearhart\seth-gearhart-1,SR,2014-15,F,Rice,CUSA,32,1084,33.9,4.5,10.1,2.3,4.7,2.2,5.4,4.2,5.1,1.1,4.2,5.3,1.8,1,0.4,2.2,2.8,15.3
1945,Robert Gray Jr.\robert-grayjr-1,SR,2017-18,G,Houston,AAC,34,1084,31.9,6.4,14.4,4.6,9.4,1.8,5,4.6,5.8,0.7,3,3.7,4.4,1.1,0.1,2.3,1.6,19.3
1946,Trey Kell\trey-kell-1,SO,2015-16,G,San Diego State,MWC,38,1084,28.5,4.2,10.3,2.3,5.4,1.9,4.9,2.4,3.6,0.8,3,3.7,1.4,0.8,0.2,1.8,1.3,12.6
1947,Austin Luke\austin-luke-1,SR,2017-18,G,Belmont,OVC,33,1084,32.8,3.1,7.2,0.9,1.9,2.2,5.3,0.8,0.9,0.2,2.7,2.9,7.5,1,0.1,3.2,1.6,9.2
1948,Sean McGonagill\sean-mcgonagill-1,SR,2013-14,G,Brown,Ivy,29,1084,37.4,5.6,14,2.4,5.9,3.2,8,3,3.9,0.6,3.7,4.3,3.8,1.3,0,1.7,2.5,17.4
1949,Tre' McLean\tre-mclean-1,JR,2015-16,F,Chattanooga,Southern,35,1084,31,4.3,9,3.3,6.3,1,2.7,2.5,3.2,1.7,4.6,6.3,2.5,1.6,0.7,2.1,2.3,12.1
1950,Fred Miller\fred-miller-1,SR,2014-15,G,South Carolina Upstate,A-Sun,34,1084,31.9,4.4,10.7,3.1,6.5,1.4,4.2,2.1,2.6,0.5,4.5,5,4.2,1.8,0.2,2.9,2.3,12.2
1951,Maurice Ndour\maurice-ndour-1,JR,2013-14,F,Ohio,MAC,36,1084,30.1,5.1,9.9,4.6,8.4,0.5,1.5,3.2,4.4,1.6,5.4,7,1.6,0.6,1.5,2.5,2.6,13.8
1952,Russ Smith\russ-smith-1,SR,2013-14,G,Louisville,AAC,37,1084,29.3,6.1,13,4.2,8.1,1.9,4.9,4.1,5.9,0.8,2.5,3.3,4.6,2,0.1,2.8,2.5,18.2
1953,Okaro White\okaro-white-1,SR,2013-14,F,Florida State,ACC,36,1084,30.1,4.6,9,3.9,7.2,0.7,1.8,3.7,4.7,2.1,4.7,6.8,0.9,0.8,1.1,1.9,3,13.6
1954,LeRon Barnes\leron-barnes-1,JR,2014-15,G,Houston,AAC,32,1083,33.8,2.6,6.2,1.7,3.6,0.8,2.6,1.4,2,2.1,4.3,6.4,1.3,0.8,0.7,1.3,2.7,7.4
1955,Justin Bibbins\justin-bibbins-1,JR,2016-17,G,Long Beach State,Big West,33,1083,32.8,4.2,10.4,2.6,6.3,1.5,4.1,3.3,3.7,0.6,2.6,3.2,4.6,1.3,0,2.8,2.9,13.1
1956,Tyler Dorsey\tyler-dorsey-1,FR,2015-16,G,Oregon,Pac-12,36,1083,30.1,4.3,9.6,2.4,5.1,1.9,4.6,3.1,4.3,1.3,3,4.3,2,0.8,0.2,1.9,2.1,13.4
1957,Jake Eastman\jake-eastman-1,SR,2012-13,G,Bradley,MVC,35,1083,30.9,2.3,5.6,1.3,2.7,0.9,2.9,0.9,1.4,0.9,3.3,4.2,2.6,1.1,0.2,1.2,1.6,6.4
1958,Yogi Ferrell\kevin-ferrell-1,SO,2013-14,G,Indiana,Big Ten,32,1083,33.8,5.3,12.8,2.5,5.9,2.8,6.9,3.9,4.8,0.3,2.7,3,3.9,0.8,0,2.6,1.7,17.3
1959,Alex Francis\alex-francis-1,JR,2012-13,F,Bryant,NEC,31,1083,34.9,6.8,12,6.8,11.7,0,0.3,3.7,6.2,3,5.6,8.6,1.8,0.7,0.2,3.4,2.4,17.4
1960,Montrezl Harrell\montrezl-harrell-1,SO,2013-14,F,Louisville,AAC,37,1083,29.3,6,9.9,6,9.8,0.1,0.1,1.9,4.1,3.2,5.2,8.4,1.2,1,1.3,1.4,2.4,14
1961,Josh Harrellson\josh-harrellson-1,SR,2010-11,F,Kentucky,SEC,38,1083,28.5,3.3,5.5,3.3,5.2,0.1,0.3,0.9,1.5,3.7,5,8.7,0.8,0.9,1.5,0.7,2.4,7.6
1962,Jordan Hulls\jordan-hulls-1,JR,2011-12,G,Indiana,Big Ten,36,1083,30.1,4,7.9,2,3.8,2,4.1,1.7,1.9,0.3,2.2,2.5,3.3,1.1,0.1,2.1,1.9,11.7
1963,Emil Jones\emil-jones-1,SR,2012-13,G,Troy,Sun Belt,33,1083,32.8,4.4,10.6,4,8.9,0.4,1.7,2.3,3.1,1.9,3.6,5.6,2.9,1.7,0.6,1.5,2.7,11.4
1964,Dominique Morrison\dominique-morrison-1,JR,2010-11,F,Oral Roberts,Summit,31,1083,34.9,6.7,13,5.4,9.8,1.3,3.2,4.8,6.2,1.3,3.7,5,2.1,0.6,0.5,1.6,2.7,19.5
1965,Laurynas Motuzis\laurynas-motuzis-1,JR,2017-18,G,American,Patriot,30,1083,36.1,5.2,12.4,3.1,6.1,2.1,6.3,2.2,3.4,0.7,4,4.8,1.7,1.6,0.2,2.2,2.8,14.6
1966,Antonio Pena\antonio-pena-1,SR,2010-11,F,Villanova,Big East,33,1083,32.8,4,8,4,7.8,0.1,0.2,1.6,2.4,2.1,5,7.1,1.5,1,0.6,1.7,2.1,9.8
1967,Joel Smith\joel-smith-2,SR,2012-13,G,Northeastern,CAA,31,1083,34.9,5.2,10.7,2.5,4.5,2.7,6.2,3,3.5,0.7,3.2,3.9,2.8,1,0.3,2.4,2.4,16.1
1968,Taylor Smith\taylor-smith-1,SR,2012-13,F,Stephen F. Austin,Southland,32,1083,33.8,6.6,9.5,6.6,9.5,0,0,2.5,5.2,2.8,6.4,9.2,1.8,1,2.8,1.9,2.3,15.7
1969,Adam Sollazzo\adam-sollazzo-1,SR,2011-12,G,East Tennessee State,A-Sun,31,1083,34.9,5,11.6,4.5,10.2,0.4,1.4,4.6,6.9,1.6,3.8,5.5,4.4,1.6,0.1,3.1,2.3,14.9
1970,Yettra Specks\yettra-specks-1,JR,2015-16,G,Jackson State,SWAC,36,1083,30.1,2.1,5.3,0.9,1.9,1.2,3.4,1.2,1.4,0.7,1.4,2.1,2.6,1,0,1.7,2.8,6.6
1971,Deshon Taylor\deshon-taylor-1,JR,2017-18,G,Fresno State,MWC,32,1083,33.8,4.8,11,3,6.3,1.8,4.8,6.3,7.5,0.4,2.8,3.2,2.6,1.5,0.2,2.5,2.3,17.8
1972,Matt Thomas\matt-thomas-2,SR,2016-17,G,Iowa State,Big 12,35,1083,30.9,4.2,8.7,1.6,3,2.5,5.7,1.4,1.6,0.6,3.3,3.9,1.7,0.9,0.1,1.1,1.4,12.3
1973,Dean Wade\dean-wade-1,JR,2017-18,F,Kansas State,Big 12,33,1083,32.8,6,10.9,4.8,8.2,1.2,2.8,2.9,3.9,1.3,4.8,6.2,2.7,1.5,0.8,1.4,1.9,16.2
1974,Karrington Ward\karrington-ward-1,JR,2013-14,F,Eastern Michigan,MAC,37,1083,29.3,4.1,9.3,2.5,5.2,1.5,4.1,2.8,4.3,1.3,5.1,6.4,0.8,1.4,0.7,1.2,1.3,12.5
1975,Jordan Adams\jordan-adams-1,SO,2013-14,G,UCLA,Pac-12,36,1082,30.1,5.8,11.9,4.3,7.9,1.4,4.1,4.4,5.3,1.9,3.5,5.3,2.3,2.6,0.1,1.5,2.2,17.4
1976,Jamel Artis\jamel-artis-1,SO,2014-15,F,Pittsburgh,ACC,34,1082,31.8,4.7,10,3.6,7.1,1.1,2.9,3.1,3.9,2,4.1,6,2.3,0.7,0.4,1.8,1.9,13.6
1977,Kyle Barone\kyle-barone-1,JR,2011-12,C,Idaho,WAC,33,1082,32.8,4.8,8.8,4.8,8.7,0,0.1,3.3,5.1,2.1,5.9,8,1.5,0.5,1.5,2.6,2.7,12.9
1978,Beau Beech\beau-beech-1,SR,2015-16,G,North Florida,A-Sun,34,1082,31.8,4.9,10.9,2.1,4.1,2.9,6.7,2.6,3.3,1.2,5.2,6.4,2,1.2,0.5,1.6,2.9,15.4
1979,Rodney Bullock\rodney-bullock-1,JR,2016-17,F,Providence,Big East,33,1082,32.8,5.4,12.3,4,7.9,1.4,4.4,3.6,4.8,1.4,5,6.4,1.4,1.2,0.8,2.5,2.3,15.7
1980,Mike Caffey\michael-caffey-1,SO,2012-13,G,Long Beach State,Big West,33,1082,32.8,4.4,11.2,3,7,1.4,4.2,1.8,3.1,0.8,3.2,4,3.8,1.4,0.2,2.8,2.2,12
1981,Will Cherry\will-cherry-1,JR,2011-12,G,Montana,Big Sky,32,1082,33.8,5,11.3,3.4,7,1.6,4.3,4.1,5.3,0.6,3.3,3.9,3.3,2.6,0.3,2.8,2.5,15.8
1982,Jordan Dartis\jordan-dartis-1,SO,2016-17,G,Ohio,MAC,31,1082,34.9,3.8,8.6,1,2.4,2.8,6.3,2.2,2.5,0.1,3.5,3.6,1.8,1.3,0.2,1,1.7,12.6
1983,Nick Faust\nick-faust-1,SR,2015-16,G,Long Beach State,Big West,35,1082,30.9,5.9,13.5,3.4,6.7,2.5,6.7,3.2,4.7,1.4,4.6,6.1,2.2,1.5,0.5,2.3,2.6,17.4
1984,Austin Freeman\austin-freeman-1,SR,2010-11,G,Georgetown,Big East,32,1082,33.8,6.4,13.4,4.4,8,1.9,5.4,2.9,3.4,0.7,3,3.7,2.4,0.7,0.2,1.7,1.8,17.6
1985,Shane Gibson\shane-gibson-1,JR,2011-12,G,Sacred Heart,NEC,32,1082,33.8,7.9,15.5,5.2,9.2,2.7,6.3,3.5,4.1,0.8,3.9,4.7,2.2,1.5,0.3,3.2,2.8,22
1986,Shawn Glover\shawn-glover-1,JR,2012-13,F,Oral Roberts,Southland,33,1082,32.8,6,12.1,5.8,11,0.2,1.1,2.1,2.9,1.7,3.3,5.1,1.9,1.2,1.3,2.1,1.8,14.4
1987,Nick Leon\nick-leon-1,SR,2010-11,G,Saint Peter's,MAAC,33,1082,32.8,3.2,9.2,1.4,4.3,1.8,4.9,2.2,2.6,0.2,2,2.2,3.2,1,0,2.5,2,10.4
1988,Jalen Lindsey\jalen-lindsey-1,SR,2017-18,G,Providence,Big East,33,1082,32.8,2.8,6.8,0.6,1.2,2.2,5.6,1,1.4,1.1,2.5,3.6,0.8,0.9,0.6,0.7,2,8.8
